"name","team_name","game_date","season","espn_player_id","team_id","espn_game_id","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y","dribbles","touch_time","defender_name","defender_distance","shot_clock"
"Patrick Beverley","Houston Rockets","2015-11-02",2015,3964,1610612745,400827936,4,8,24,1,"Jump Shot","3PT Field Goal",22.6,"Oklahoma City Thunder",230,33,1,1.9,"Westbrook, Russell",9.4,11.3
"Damian Lillard","Portland Trail Blazers","2015-11-02",2015,6606,1610612757,400827937,4,2,15,0,"Jump Shot","3PT Field Goal",28.9,"Minnesota Timberwolves",143,234,10,11.5,"Rubio, Ricky",5.6,12.5
"Reggie Jackson","Detroit Pistons","2015-11-09",2015,6443,1610612765,400827991,4,5,54,0,"Jump Shot","3PT Field Goal",25.7,"Golden State Warriors",-96,239,6,6.1,"Livingston, Shaun",4.6,15.7
"Deron Williams","Dallas Mavericks","2015-11-28",2015,2798,1610612742,400828128,4,3,19,0,"Jump Shot","3PT Field Goal",24.7,"Denver Nuggets",107,214,3,4.9,"Barton, Will",3.3,4.4
"Meyers Leonard","Portland Trail Blazers","2015-11-02",2015,6605,1610612757,400827937,2,2,23,0,"Jump Shot","3PT Field Goal",22.8,"Minnesota Timberwolves",79,228,0,0.9,"Prince, Tayshaun",6.5,11.9
"Allen Crabbe","Portland Trail Blazers","2015-11-22",2015,2531210,1610612757,400828088,4,5,23,0,"Jump Shot","3PT Field Goal",22,"Los Angeles Lakers",230,0,0,0.7,"Young, Nick",16,5.3
"Carmelo Anthony","New York Knicks","2015-11-02",2015,1975,1610612752,400827935,1,2,34,0,"Jump Shot","3PT Field Goal",24.5,"San Antonio Spurs",210,136,0,0.8,"Mills, Patty",15.6,21.7
"Draymond Green","Golden State Warriors","2015-11-02",2015,6589,1610612744,400827938,3,10,32,0,"Jump Shot","3PT Field Goal",24.8,"Memphis Grizzlies",-171,195,0,0.9,"Lee, Courtney",4,13.6
"Russell Westbrook","Oklahoma City Thunder","2015-11-08",2015,3468,1610612760,400827984,4,3,45,0,"Jump Shot","3PT Field Goal",25.9,"Phoenix Suns",66,237,1,1.9,"Bledsoe, Eric",4.3,7.2
"Damian Lillard","Portland Trail Blazers","2015-11-22",2015,6606,1610612757,400828088,4,1,43,0,"Jump Shot","3PT Field Goal",25,"Los Angeles Lakers",-204,141,3,2.8,"Clarkson, Jordan",4.3,11.2
"Kobe Bryant","Los Angeles Lakers","2015-11-28",2015,110,1610612747,400828131,3,11,45,1,"Jump Shot","3PT Field Goal",24.8,"Portland Trail Blazers",97,223,0,0.8,"Aminu, Al-Farouq",5.7,12
"Jerryd Bayless","Milwaukee Bucks","2015-11-02",2015,3417,1610612749,400827934,2,6,6,0,"Jump Shot","3PT Field Goal",23.2,"Brooklyn Nets",-238,-6,0,0.9,"Bogdanovic, Bojan",5.2,18.4
"Kristaps Porzingis","New York Knicks","2015-11-02",2015,3102531,1610612752,400827935,1,10,0,0,"Jump Shot","3PT Field Goal",25.1,"San Antonio Spurs",138,203,0,0.8,"Aldridge, LaMarcus",10.4,16.7
"CJ McCollum","Portland Trail Blazers","2015-11-02",2015,2490149,1610612757,400827937,1,7,20,0,"Jump Shot","3PT Field Goal",22.9,"Minnesota Timberwolves",222,65,0,1,"Martin, Kevin",3.9,15.2
"Dennis Schroder","Atlanta Hawks","2015-11-28",2015,3032979,1610612737,400828129,3,5,15,0,"Jump Shot","3PT Field Goal",24.5,"San Antonio Spurs",-219,141,0,1,"Leonard, Kawhi",8.5,21.1
"Kemba Walker","Charlotte Hornets","2016-01-22",2015,6479,1610612766,400828532,4,0,0,0,"Jump Shot","3PT Field Goal",22.8,"Orlando Magic",12,247,0,0,"Oladipo, Victor",2.4,0
"Ersan Ilyasova","Detroit Pistons","2015-10-27",2015,2767,1610612765,400827888,4,9,13,0,"Jump Shot","3PT Field Goal",24.4,"Atlanta Hawks",168,188,0,0.9,"Scott, Mike",7.3,10.1
"Marcus Morris","Detroit Pistons","2015-11-08",2015,6462,1610612765,400827985,4,10,28,0,"Jump Shot","3PT Field Goal",23,"Portland Trail Blazers",-241,-6,0,1.2,"Harkless, Maurice",5.1,19.3
"Wesley Johnson","Los Angeles Clippers","2015-11-22",2015,4247,1610612746,400828083,1,2,22,0,"Jump Shot","3PT Field Goal",22.9,"Toronto Raptors",-228,3,0,0.5,"Carroll, DeMarre",9.3,4.8
"Eric Bledsoe","Phoenix Suns","2015-11-02",2015,4238,1610612756,400827939,1,11,16,0,"Jump Shot","3PT Field Goal",24.6,"Los Angeles Clippers",-88,252,1,2.5,"Griffin, Blake",4.7,5.4
"Patty Mills","San Antonio Spurs","2015-11-09",2015,4004,1610612759,400827990,3,0,28,0,"Jump Shot","3PT Field Goal",23.7,"Sacramento Kings",9,254,0,1.2,"Rondo, Rajon",4,8.3
"Jameer Nelson","Denver Nuggets","2015-11-28",2015,2439,1610612743,400828128,2,8,34,0,"Jump Shot","3PT Field Goal",24,"Dallas Mavericks",125,208,0,0.9,"Felton, Raymond",4.5,10.3
"Russell Westbrook","Oklahoma City Thunder","2015-11-02",2015,3468,1610612760,400827936,4,0,13,0,"Jump Shot","3PT Field Goal",25.5,"Houston Rockets",223,110,2,3.3,"Howard, Dwight",7.5,0
"Ersan Ilyasova","Detroit Pistons","2015-11-08",2015,2767,1610612765,400827985,1,5,14,0,"Jump Shot","3PT Field Goal",24.6,"Portland Trail Blazers",-122,228,0,0.8,"Leonard, Meyers",5.4,14.1
"Kobe Bryant","Los Angeles Lakers","2015-11-22",2015,110,1610612747,400828088,2,10,26,0,"Jump Shot","3PT Field Goal",25.4,"Portland Trail Blazers",174,174,0,0.9,"Harkless, Maurice",5,10.7
"Luol Deng","Miami Heat","2015-10-30",2015,2429,1610612748,400827908,3,7,19,1,"Jump Shot","3PT Field Goal",24.4,"Cleveland Cavaliers",171,173,0,1,"Williams, Mo",6.2,4.3
"DeMarcus Cousins","Sacramento Kings","2015-11-09",2015,4258,1610612758,400827990,3,7,40,0,"Jump Shot","3PT Field Goal",25.8,"San Antonio Spurs",-11,247,0,1,"Aldridge, LaMarcus",6.9,16.6
"Kevin Love","Cleveland Cavaliers","2015-11-28",2015,3449,1610612739,400828127,3,4,50,1,"Jump Shot","3PT Field Goal",24.7,"Brooklyn Nets",-191,190,0,1,"Young, Thaddeus",6.4,13.8
"Avery Bradley","Boston Celtics","2015-10-30",2015,4240,1610612738,400827911,4,1,54,1,"Jump Shot","3PT Field Goal",24.4,"Toronto Raptors",184,188,1,0.9,"Valanciunas, Jonas",9.1,13
"Jeremy Lamb","Charlotte Hornets","2015-10-30",2015,6603,1610612766,400827913,2,7,33,1,"Jump Shot","3PT Field Goal",26.1,"Atlanta Hawks",-137,208,0,0.8,"Patterson, Lamar",4.2,17.5
"Avery Bradley","Boston Celtics","2015-11-22",2015,4240,1610612738,400828084,4,11,24,0,"Jump Shot","3PT Field Goal",24.7,"Brooklyn Nets",-119,224,0,0.7,"Larkin, Shane",5.1,14.1
"Jordan Clarkson","Los Angeles Lakers","2015-11-28",2015,2528426,1610612747,400828131,3,9,41,1,"Jump Shot","3PT Field Goal",26.9,"Portland Trail Blazers",-201,198,0,0.9,"McCollum, CJ",4.3,14.8
"Jordan Clarkson","Los Angeles Lakers","2015-10-30",2015,2528426,1610612747,400827918,1,6,51,1,"Jump Shot","3PT Field Goal",24.1,"Sacramento Kings",40,247,0,1.3,"McLemore, Ben",9.3,16.3
"Jordan Clarkson","Los Angeles Lakers","2015-11-28",2015,2528426,1610612747,400828131,3,0,55,0,"Jump Shot","3PT Field Goal",24.3,"Portland Trail Blazers",-220,101,0,0.9,"Harkless, Maurice",6.1,16
"Trevor Ariza","Houston Rockets","2015-10-30",2015,2426,1610612745,400827917,3,0,42,0,"Jump Shot","3PT Field Goal",24.7,"Golden State Warriors",-107,232,0,0.9,"Livingston, Shaun",2.4,1.7
"Isaiah Thomas","Boston Celtics","2015-11-22",2015,6472,1610612738,400828084,2,4,24,0,"Jump Shot","3PT Field Goal",23.6,"Brooklyn Nets",125,213,11,10,"Larkin, Shane",4.7,14.2
"Manu Ginobili","San Antonio Spurs","2015-10-30",2015,272,1610612759,400827915,3,4,33,1,"Jump Shot","3PT Field Goal",24.6,"Brooklyn Nets",-191,155,0,0.9,"Bogdanovic, Bojan",4.5,10.2
"Stephen Curry","Golden State Warriors","2015-11-30",2015,3975,1610612744,400828146,3,2,34,1,"Jump Shot","3PT Field Goal",25.4,"Utah Jazz",-173,178,0,0.8,"Ingles, Joe",4.6,12.6
"Marcus Morris","Detroit Pistons","2015-10-30",2015,6462,1610612765,400827912,3,1,56,1,"Jump Shot","3PT Field Goal",24.3,"Chicago Bulls",-36,240,4,3.8,"Gibson, Taj",4.7,4.5
"Gary Harris","Denver Nuggets","2015-11-18",2015,2999547,1610612743,400828059,1,4,41,1,"Jump Shot","3PT Field Goal",26.1,"San Antonio Spurs",-228,129,0,0.8,"Anderson, Kyle",6.2,18.7
"Marcus Thornton","Houston Rockets","2015-11-25",2015,4017,1610612745,400828107,2,10,10,0,"Jump Shot","3PT Field Goal",25.6,"Memphis Grizzlies",143,213,0,1.2,"Carter, Vince",2.6,16.5
"Danny Green","San Antonio Spurs","2015-11-18",2015,3988,1610612759,400828059,3,11,28,1,"Jump Shot","3PT Field Goal",25.8,"Denver Nuggets",-191,169,0,0.8,"Mudiay, Emmanuel",6.5,15.4
"Stephen Curry","Golden State Warriors","2015-11-28",2015,3975,1610612744,400828132,1,0,57,1,"Jump Shot","3PT Field Goal",26.6,"Sacramento Kings",82,242,0,0.7,"Collison, Darren",4.7,18.7
"Marcus Thornton","Houston Rockets","2015-11-18",2015,4017,1610612745,400828057,3,7,11,1,"Jump Shot","3PT Field Goal",23.9,"Portland Trail Blazers",-192,156,0,1,"Aminu, Al-Farouq",5.5,13.5
"Chris Bosh","Miami Heat","2015-10-30",2015,1977,1610612748,400827908,1,9,35,1,"Jump Shot","3PT Field Goal",24.3,"Cleveland Cavaliers",-182,162,0,0.7,"Williams, Mo",4.5,10
"Jamal Crawford","Los Angeles Clippers","2015-11-22",2015,165,1610612746,400828083,4,0,36,0,"Jump Shot","3PT Field Goal",22.1,"Toronto Raptors",166,188,0,1,"Joseph, Cory",4.5,17.6
"Damian Lillard","Portland Trail Blazers","2015-11-28",2015,6606,1610612757,400828131,1,2,18,1,"Jump Shot","3PT Field Goal",26.9,"Los Angeles Lakers",-196,178,0,1,"Young, Nick",9.6,10.6
"Trevor Ariza","Houston Rockets","2015-11-18",2015,2426,1610612745,400828057,2,7,41,1,"Jump Shot","3PT Field Goal",24.3,"Portland Trail Blazers",-138,203,1,1.5,"McCollum, CJ",5.9,20.6
"CJ McCollum","Portland Trail Blazers","2015-11-28",2015,2490149,1610612757,400828131,2,0,5,1,"Jump Shot","3PT Field Goal",24.3,"Los Angeles Lakers",189,144,0,0.8,"Young, Nick",5.2,3.3
"Anthony Morrow","Oklahoma City Thunder","2015-11-18",2015,3474,1610612760,400828058,1,5,43,0,"Jump Shot","3PT Field Goal",22.1,"New Orleans Pelicans",228,21,0,1,"Ajinca, Alexis",7.3,18.6
"Reggie Jackson","Detroit Pistons","2015-11-30",2015,6443,1610612765,400828141,1,8,42,0,"Jump Shot","3PT Field Goal",25.4,"Houston Rockets",22,257,1,3.1,"Beverley, Patrick",4.7,12.7
"Stanley Johnson","Detroit Pistons","2015-11-08",2015,3134881,1610612765,400827985,2,1,37,0,"Jump Shot","3PT Field Goal",25.5,"Portland Trail Blazers",145,203,0,0.9,"Lillard, Damian",5.6,16.2
"Dirk Nowitzki","Dallas Mavericks","2015-11-18",2015,609,1610612742,400828055,4,9,22,1,"Jump Shot","3PT Field Goal",24.6,"Boston Celtics",64,237,0,0.9,"Johnson, Amir",8.4,16.3
"Raymond Felton","Dallas Mavericks","2015-11-28",2015,2753,1610612742,400828128,3,1,33,1,"Jump Shot","3PT Field Goal",24.6,"Denver Nuggets",-119,213,0,1,"Nelson, Jameer",2.1,10.6
"JR Smith","Cleveland Cavaliers","2015-11-19",2015,2444,1610612739,400828063,4,1,34,1,"Jump Shot","3PT Field Goal",23.8,"Milwaukee Bucks",-250,67,0,0.7,"Bayless, Jerryd",4.9,10.5
"Trevor Ariza","Houston Rockets","2015-11-18",2015,2426,1610612745,400828057,4,2,44,0,"Jump Shot","3PT Field Goal",24.6,"Portland Trail Blazers",-37,242,0,0.8,"McCollum, CJ",6.9,17.9
"John Wall","Washington Wizards","2015-11-28",2015,4237,1610612764,400828126,3,10,45,1,"Jump Shot","3PT Field Goal",25,"Toronto Raptors",155,188,0,1.6,"Scola, Luis",20.4,13.7
"AlFarouq Aminu","Portland Trail Blazers","2015-11-18",2015,4248,1610612757,400828057,1,10,1,1,"Jump Shot","3PT Field Goal",24.1,"Houston Rockets",-194,159,0,1.8,"Ariza, Trevor",5.9,5.6
"Joe Johnson","Brooklyn Nets","2015-11-28",2015,1007,1610612751,400828127,3,9,56,0,"Jump Shot","3PT Field Goal",25.4,"Cleveland Cavaliers",157,187,0,0.9,"James, LeBron",15.2,21.2
"Marvin Williams","Charlotte Hornets","2016-01-22",2015,2797,1610612766,400828532,2,4,22,0,"Jump Shot","3PT Field Goal",22.5,"Orlando Magic",-241,7,0,0.8,"Nicholson, Andrew",4.7,7.3
"Eric Gordon","New Orleans Pelicans","2015-10-27",2015,3431,1610612740,400827890,4,5,12,0,"Jump Shot","3PT Field Goal",24.6,"Golden State Warriors",-194,188,0,2,"Livingston, Shaun",5.4,19.5
"Stanley Johnson","Detroit Pistons","2015-11-08",2015,3134881,1610612765,400827985,2,10,44,0,"Jump Shot","3PT Field Goal",25.4,"Portland Trail Blazers",-155,210,0,1.4,"Crabbe, Allen",4.8,15.9
"Terrence Ross","Toronto Raptors","2015-11-08",2015,6619,1610612761,400827983,3,2,21,0,"Jump Shot","3PT Field Goal",23,"Miami Heat",232,-1,0,1.3,"McRoberts, Josh",14.2,14
"Eric Bledsoe","Phoenix Suns","2015-11-18",2015,4238,1610612756,400828061,4,0,4,1,"Jump Shot","3PT Field Goal",30.4,"Chicago Bulls",-151,228,3,2,"Butler, Jimmy",10.6,0
"Rodney Hood","Utah Jazz","2015-11-30",2015,2581177,1610612762,400828146,4,3,13,0,"Jump Shot","3PT Field Goal",25.9,"Golden State Warriors",195,164,1,1.8,"Livingston, Shaun",3,3.1
"Rodney Hood","Utah Jazz","2015-11-18",2015,2581177,1610612762,400828060,1,3,54,0,"Jump Shot","3PT Field Goal",22.7,"Toronto Raptors",-241,-6,0,0.8,"Carroll, DeMarre",3.9,6.2
"Nikola Mirotic","Chicago Bulls","2015-11-18",2015,6459,1610612741,400828061,1,4,17,1,"Jump Shot","3PT Field Goal",25.7,"Phoenix Suns",63,239,0,1,"Morris, Markieff",4.9,16.7
"Nik Stauskas","Philadelphia 76ers","2015-11-02",2015,2991042,1610612755,400827933,2,0,3,0,"Jump Shot","3PT Field Goal",24.9,"Cleveland Cavaliers",-45,247,3,2.8,"Cunningham, Jared",4.5,0
"LeBron James","Cleveland Cavaliers","2015-11-02",2015,1966,1610612739,400827933,1,5,20,0,"Jump Shot","3PT Field Goal",23,"Philadelphia 76ers",233,-21,0,0.8,"Stauskas, Nik",10.6,12.9
"Jeremy Lamb","Charlotte Hornets","2015-10-30",2015,6603,1610612766,400827913,4,10,38,0,"Jump Shot","3PT Field Goal",26.3,"Atlanta Hawks",-140,208,0,1.1,"Bazemore, Kent",2.9,1.1
"Meyers Leonard","Portland Trail Blazers","2015-11-30",2015,6605,1610612757,400828148,3,2,16,0,"Jump Shot","3PT Field Goal",25.9,"Los Angeles Clippers",164,203,0,0.9,"Griffin, Blake",5.6,15.6
"Deron Williams","Dallas Mavericks","2015-11-28",2015,2798,1610612742,400828128,3,2,53,1,"Jump Shot","3PT Field Goal",24.6,"Denver Nuggets",-42,239,1,1,"Gallinari, Danilo",4.9,17.4
"Brandon Knight","Phoenix Suns","2015-10-30",2015,6448,1610612756,400827919,4,9,3,1,"Jump Shot","3PT Field Goal",24.7,"Portland Trail Blazers",-102,242,3,2.7,"McCollum, CJ",5.4,11.9
"Dirk Nowitzki","Dallas Mavericks","2015-11-30",2015,609,1610612742,400828147,4,4,13,0,"Jump Shot","3PT Field Goal",24.4,"Sacramento Kings",-7,249,0,0,"Cousins, DeMarcus",4.7,15.5
"Jordan Clarkson","Los Angeles Lakers","2015-11-28",2015,2528426,1610612747,400828131,2,3,29,1,"Jump Shot","3PT Field Goal",24.3,"Portland Trail Blazers",145,198,0,0.7,"Lillard, Damian",7.2,16.9
"Allen Crabbe","Portland Trail Blazers","2015-11-18",2015,2531210,1610612757,400828057,2,8,39,1,"Jump Shot","3PT Field Goal",23.7,"Houston Rockets",-168,198,0,0.7,"Lawson, Ty",7.4,8.2
"Wesley Matthews","Dallas Mavericks","2015-11-28",2015,4032,1610612742,400828128,1,10,43,0,"Jump Shot","3PT Field Goal",22.6,"Denver Nuggets",227,33,0,0.6,"Foye, Randy",6.9,14.9
"Jeff Teague","Atlanta Hawks","2015-10-30",2015,4015,1610612737,400827913,4,3,39,0,"Jump Shot","3PT Field Goal",23.2,"Charlotte Hornets",-228,-5,0,1,"Lin, Jeremy",8.1,11.2
"Jeremy Lin","Charlotte Hornets","2015-11-18",2015,4299,1610612766,400828052,2,11,9,0,"Jump Shot","3PT Field Goal",23.8,"Brooklyn Nets",-220,134,0,0.9,"Jack, Jarrett",4.7,5.8
"Wesley Matthews","Dallas Mavericks","2015-11-30",2015,4032,1610612742,400828147,1,6,43,0,"Jump Shot","3PT Field Goal",22.3,"Sacramento Kings",232,11,0,0.8,"Gay, Rudy",4.4,12.9
"AlFarouq Aminu","Portland Trail Blazers","2015-11-18",2015,4248,1610612757,400828057,1,11,15,0,"Jump Shot","3PT Field Goal",23,"Houston Rockets",-232,-6,0,0.8,"Ariza, Trevor",4.8,13.8
"Marcus Morris","Detroit Pistons","2015-11-08",2015,6462,1610612765,400827985,1,7,33,0,"Jump Shot","3PT Field Goal",23.3,"Portland Trail Blazers",-230,11,1,3.4,"Leonard, Meyers",4.9,16
"CJ Miles","Indiana Pacers","2015-12-03",2015,2778,1610612754,400828168,1,4,30,1,"Jump Shot","3PT Field Goal",22.2,"Portland Trail Blazers",-225,36,0,0.8,"Aminu, Al-Farouq",8.9,14.3
"Trey Burke","Utah Jazz","2015-11-23",2015,2579260,1610612762,400828095,2,9,34,0,"Jump Shot","3PT Field Goal",22.3,"Oklahoma City Thunder",-228,2,0,0.9,"Kanter, Enes",5,17.3
"Wayne Ellington","Brooklyn Nets","2015-11-28",2015,3981,1610612751,400828127,4,11,45,0,"Jump Shot","3PT Field Goal",24.8,"Cleveland Cavaliers",-10,244,0,0.7,"Smith, J.R.",6.5,13.5
"John Wall","Washington Wizards","2015-10-30",2015,4237,1610612764,400827914,3,3,55,0,"Jump Shot","3PT Field Goal",25.9,"Milwaukee Bucks",-189,176,8,7.3,"Carter-Williams, Michael",6.6,16.5
"Randy Foye","Denver Nuggets","2015-12-03",2015,3003,1610612743,400828165,1,5,25,1,"Jump Shot","3PT Field Goal",25.2,"Toronto Raptors",-130,205,0,0.8,"DeRozan, DeMar",7.2,17
"Jared Dudley","Washington Wizards","2015-11-28",2015,3201,1610612764,400828126,3,4,18,1,"Jump Shot","3PT Field Goal",23.8,"Toronto Raptors",158,188,0,0.9,"Patterson, Patrick",4.2,5.8
"Jared Dudley","Washington Wizards","2015-10-30",2015,3201,1610612764,400827914,2,5,22,1,"Jump Shot","3PT Field Goal",24.6,"Milwaukee Bucks",-173,174,0,0.9,"O'Bryant, Johnny",7.6,11.5
"Kevin Love","Cleveland Cavaliers","2015-11-19",2015,3449,1610612739,400828063,1,10,45,1,"Jump Shot","3PT Field Goal",23.3,"Milwaukee Bucks",-241,0,0,0.9,"Parker, Jabari",3,3.1
"Marco Belinelli","Sacramento Kings","2015-11-23",2015,3190,1610612758,400828089,1,0,43,1,"Jump Shot","3PT Field Goal",23.8,"Charlotte Hornets",195,154,0,1.2,"Lin, Jeremy",6.3,21.4
"Joe Johnson","Brooklyn Nets","2015-11-18",2015,1007,1610612751,400828052,1,9,55,1,"Jump Shot","3PT Field Goal",23.9,"Charlotte Hornets",227,56,0,0.9,"Williams, Marvin",5.6,15.3
"Will Barton","Denver Nuggets","2015-10-30",2015,6579,1610612743,400827916,4,9,27,0,"Jump Shot","3PT Field Goal",22.3,"Minnesota Timberwolves",-227,31,2,1.8,"Muhammad, Shabazz",4.3,5.7
"Brandon Knight","Phoenix Suns","2015-11-08",2015,6448,1610612756,400827984,4,6,37,0,"Jump Shot","3PT Field Goal",25.2,"Oklahoma City Thunder",197,154,0,0.9,"Waiters, Dion",8.4,16
"DAngelo Russell","Los Angeles Lakers","2015-11-28",2015,3136776,1610612747,400828131,4,7,7,1,"Jump Shot","3PT Field Goal",24.3,"Portland Trail Blazers",-176,178,0,1.3,"Lillard, Damian",4.7,20.9
"Manu Ginobili","San Antonio Spurs","2015-10-30",2015,272,1610612759,400827915,2,0,55,0,"Jump Shot","3PT Field Goal",24.3,"Brooklyn Nets",-59,235,0,0.9,"Bogdanovic, Bojan",7.5,11.8
"Stephen Curry","Golden State Warriors","2015-11-30",2015,3975,1610612744,400828146,1,7,27,0,"Jump Shot","3PT Field Goal",24.8,"Utah Jazz",164,175,8,5.4,"Neto, Raul",3.3,18.4
"Gordon Hayward","Utah Jazz","2015-11-18",2015,4249,1610612762,400828060,4,6,43,1,"Jump Shot","3PT Field Goal",22.2,"Toronto Raptors",-230,2,0,0.8,"Valanciunas, Jonas",8.2,4.9
"Marvin Williams","Charlotte Hornets","2015-11-18",2015,2797,1610612766,400828052,1,4,10,1,"Jump Shot","3PT Field Goal",24.1,"Brooklyn Nets",227,92,0,0.8,"Johnson, Joe",4.6,22.4
"Patrick Patterson","Toronto Raptors","2015-11-28",2015,4264,1610612761,400828126,3,2,53,0,"Jump Shot","3PT Field Goal",24.3,"Washington Wizards",-29,247,0,0.8,"Sessions, Ramon",6,11.6
"Mirza Teletovic","Phoenix Suns","2015-11-18",2015,4385,1610612756,400828061,2,5,38,1,"Jump Shot","3PT Field Goal",25.3,"Chicago Bulls",-60,247,0,1.2,"Butler, Jimmy",5.3,13.8
"Draymond Green","Golden State Warriors","2015-11-22",2015,6589,1610612744,400828087,4,3,26,0,"Jump Shot","3PT Field Goal",27.5,"Denver Nuggets",105,232,0,1.4,"Gallinari, Danilo",4.9,2.8
"Ryan Anderson","New Orleans Pelicans","2015-10-27",2015,3412,1610612740,400827890,3,7,8,1,"Jump Shot","3PT Field Goal",27.6,"Golden State Warriors",-205,200,0,0.8,"Green, Draymond",6.1,18.2
"Ersan Ilyasova","Detroit Pistons","2015-11-08",2015,2767,1610612765,400827985,3,6,29,1,"Jump Shot","3PT Field Goal",24,"Portland Trail Blazers",-173,195,0,0.8,"Leonard, Meyers",6.4,12.3
"Damian Lillard","Portland Trail Blazers","2015-11-28",2015,6606,1610612757,400828131,3,2,24,1,"Jump Shot","3PT Field Goal",26.7,"Los Angeles Lakers",133,208,0,1.1,"Russell, D'Angelo",5.1,11.6
"Stephen Curry","Golden State Warriors","2015-11-30",2015,3975,1610612744,400828146,4,2,24,0,"Jump Shot","3PT Field Goal",25.9,"Utah Jazz",-20,254,9,6.2,"Gobert, Rudy",6.2,17.4
"Allen Crabbe","Portland Trail Blazers","2015-12-03",2015,2531210,1610612757,400828168,4,3,36,1,"Jump Shot","3PT Field Goal",22.1,"Indiana Pacers",-228,28,0,1.1,"George, Paul",4.1,9
"Danny Green","San Antonio Spurs","2015-11-18",2015,3988,1610612759,400828059,4,3,48,1,"Jump Shot","3PT Field Goal",25.3,"Denver Nuggets",-217,134,0,0.8,"Harris, Gary",9.3,19.1
"CJ McCollum","Portland Trail Blazers","2015-11-28",2015,2490149,1610612757,400828131,4,2,27,1,"Jump Shot","3PT Field Goal",24.9,"Los Angeles Lakers",205,131,0,0.7,"Russell, D'Angelo",4.8,9.4
"Gordon Hayward","Utah Jazz","2015-12-03",2015,4249,1610612762,400828166,1,8,52,1,"Jump Shot","3PT Field Goal",24.3,"Orlando Magic",-176,164,4,3.9,"Fournier, Evan",4.7,17.3
"Danilo Gallinari","Denver Nuggets","2015-11-28",2015,3428,1610612743,400828128,1,0,53,1,"Jump Shot","3PT Field Goal",24.6,"Dallas Mavericks",-86,228,0,1.6,"Powell, Dwight",5,7.3
"Damian Lillard","Portland Trail Blazers","2015-11-28",2015,6606,1610612757,400828131,1,3,30,1,"Jump Shot","3PT Field Goal",25.6,"Los Angeles Lakers",-204,149,0,0.9,"Clarkson, Jordan",4.8,6.8
"Trey Burke","Utah Jazz","2015-11-18",2015,2579260,1610612762,400828060,2,11,22,1,"Jump Shot","3PT Field Goal",22.5,"Toronto Raptors",227,0,0,0.9,"Joseph, Cory",6,9.1
"Trey Burke","Utah Jazz","2015-11-18",2015,2579260,1610612762,400828060,2,8,21,0,"Jump Shot","3PT Field Goal",24.4,"Toronto Raptors",127,203,0,0.7,"Joseph, Cory",4.6,9
"Stephen Curry","Golden State Warriors","2015-10-27",2015,3975,1610612744,400827890,3,5,19,0,"Jump Shot","3PT Field Goal",25.2,"New Orleans Pelicans",161,203,8,7.1,"Anderson, Ryan",5.9,6.7
"Channing Frye","Orlando Magic","2015-12-03",2015,2754,1610612753,400828166,1,7,20,0,"Jump Shot","3PT Field Goal",23.9,"Utah Jazz",228,72,0,0.8,"Hayward, Gordon",9.5,7.7
"Isaiah Canaan","Philadelphia 76ers","2015-11-18",2015,2490589,1610612755,400828054,2,10,15,0,"Jump Shot","3PT Field Goal",24.9,"Indiana Pacers",150,208,2,2.8,"Robinson, Glenn",5.2,20.6
"Darren Collison","Sacramento Kings","2015-11-30",2015,3973,1610612758,400828147,2,9,34,0,"Jump Shot","3PT Field Goal",24.4,"Dallas Mavericks",-29,244,0,1.3,"Felton, Raymond",6.6,11.4
"Joe Johnson","Brooklyn Nets","2015-11-18",2015,1007,1610612751,400828052,1,6,32,1,"Jump Shot","3PT Field Goal",25.6,"Charlotte Hornets",-196,164,0,0.8,"Williams, Marvin",3.6,13.7
"Allen Crabbe","Portland Trail Blazers","2015-11-28",2015,2531210,1610612757,400828131,2,9,43,1,"Jump Shot","3PT Field Goal",24.2,"Los Angeles Lakers",69,234,0,0.9,"Bryant, Kobe",6.8,13.8
"Wesley Matthews","Dallas Mavericks","2015-11-30",2015,4032,1610612742,400828147,3,11,17,0,"Jump Shot","3PT Field Goal",24.6,"Sacramento Kings",205,144,0,0.7,"Rondo, Rajon",6.2,9.6
"Rodney Hood","Utah Jazz","2015-11-28",2015,2581177,1610612762,400828130,3,6,16,1,"Jump Shot","3PT Field Goal",24,"New Orleans Pelicans",137,203,2,2.9,"Anderson, Ryan",5,10.3
"Will Barton","Denver Nuggets","2015-11-28",2015,6579,1610612743,400828128,4,7,21,1,"Jump Shot","3PT Field Goal",25.3,"Dallas Mavericks",-106,228,0,1,"Felton, Raymond",6.5,20.2
"Chandler Parsons","Dallas Mavericks","2015-11-30",2015,6466,1610612742,400828147,1,8,20,0,"Jump Shot","3PT Field Goal",24.8,"Sacramento Kings",6,252,0,1.4,"Cauley-Stein, Willie",7.4,18.7
"Avery Bradley","Boston Celtics","2015-11-18",2015,4240,1610612738,400828055,3,1,28,1,"Jump Shot","3PT Field Goal",22.2,"Dallas Mavericks",-230,28,0,0.8,"Harris, Devin",4.6,14.2
"Joe Ingles","Utah Jazz","2015-11-28",2015,2968436,1610612762,400828130,1,1,39,1,"Jump Shot","3PT Field Goal",25.9,"New Orleans Pelicans",143,198,0,1,"Anderson, Ryan",5.2,10.7
